,cluster,topic,doc_type,source,article_id,sentence,sentence_id,cosine_similarity,textblob_polarity
23,3,GMO & organic,Article,nytimes,175.0,"She contended, however, that without scientific evidence showing that genetically modified foods caused health or safety issues, labeling was unnecessary.",26669.0,0.4899587035179138,-0.4
24,3,GMO & organic,Article,nytimes,175.0,"Some 20 major food companies, as well as Wal-Mart, met recently in Washington to discuss genetically modified labeling.",26671.0,0.4896193146705627,0.03125
25,3,GMO & organic,Article,nytimes,175.0,"Since labeling is already required in the European Union, products in its seven stores in Britain are already marked if they contain genetically modified ingredients.",26652.0,0.485483318567276,0.05
26,3,GMO & organic,Article,nytimes,175.0,"Karen Batra, a spokeswoman for BIO, a trade group representing the biotech industry, said it was too early to determine what impact, if any, the Whole Foods decision would have.",26665.0,0.4840202927589417,0.15000000000000002
27,3,GMO & organic,Article,nytimes,175.0,"Gary Hirshberg, chairman of Just Label It, a campaign for a federal requirement to label foods containing genetically modified ingredients, called the Whole Foods decision a “game changer.”.",26660.0,0.4814510941505432,-0.1
28,3,GMO & organic,Article,nytimes,175.0,"More than 90 percent of respondents to a poll of potential voters in the 2012 elections, conducted by the Mellman Group in February last year, were in favor of labeling genetically modified foods.",26673.0,0.4804339408874512,0.16666666666666602
29,3,GMO & organic,Article,nytimes,175.0,"Mr. Finkel noted that the Food and Drug Administration, as well as regulatory and scientific bodies including the World Health Organization and the American Medical Association, had deemed genetically modified products safe.",26650.0,0.4785355925559998,0.16666666666666602
30,3,GMO & organic,Article,nytimes,175.0,"“Fantastic,” said Mark Kastel, co-director of the Cornucopia Institute, an organic advocacy group that favors labeling.",26647.0,0.40513598918914795,0.4
31,4,Garbage 2,Article,,,,,,
32,5,Food products & taste,Article,,,,,,
33,6,Food safety,Article,,,,,,
34,7,Research,Article,,,,,,
35,8,Health & nutrition,Article,nytimes,175.0,"That fight, however, has cost food companies in other ways.",26676.0,0.41576623916625977,-0.125
36,9,Garbage 3,Article,,,,,,
37,10,Politics & policy & compliance,Article,nytimes,175.0,"State legislatures and regulatory agencies are pondering labeling on their own, and consumers have been aggressive in criticizing some of the companies that fought the initiative, using Twitter and Facebook to make their views known.",26677.0,0.2605237364768982,0.6000000000000001
38,10,Politics & policy & compliance,Article,nytimes,175.0,"“We’ve had some pretty big developments in labeling this year,” Mr. Hirshberg said, adding that 22 states now have some sort of pending labeling legislation.",26661.0,0.237969771027565,0.125
39,10,Politics & policy & compliance,Article,nytimes,175.0,"Some 93 percent of Democrats and 89 percent of Republicans in the poll, which had a margin of error of plus or minus 3.1 percent, favored it.",26674.0,0.18133015930652616,0.35000000000000003
40,11,Animal welfare & meat consumption,Article,nytimes,175.0,"Today, only a small number of milk cows are injected with the hormone.",26664.0,0.3793998956680298,-0.125
41,12,Farming & agricultural policy & food security,Article,nytimes,175.0,He compared the potential impact of the Whole Foods announcement to Wal-Mart’s decision several years ago to stop selling milk from cows treated with growth hormone.,26663.0,0.4421969652175903,0.06666666666666599
42,12,Farming & agricultural policy & food security,Article,nytimes,175.0,"But in the fight over the California initiative, Proposition 37, the opponents succeeded in persuading voters that labeling would have a negative effect on food prices and the livelihood of farmers.",26675.0,0.42256343364715576,-0.30000000000000004
43,12,Farming & agricultural policy & food security,Article,nytimes,175.0,"Voters defeated a hard-fought ballot initiative in California late last year after the biotech industry, and major corporations like PepsiCo and Coca-Cola, spent millions of dollars to fight the effort.",26656.0,0.3381515443325043,-0.08437499999999999
44,13,Consumer prices & profit,Article,,,,,,
45,14,Garbage 4,Article,,,,,,
46,0,Environment (pesticides & fertilizers),Comment,nytimes,175.0,The resulting food is now dosed in pesticides at ever increasing doses as the bugs and pathogens just use natural selection to breed resistance to the pesticide/herbicide.,27072.0,0.575236439704895,0.1
47,0,Environment (pesticides & fertilizers),Comment,nytimes,175.0,Making a crop resistant to Roundup means you can spray it with pesticide as much as you like.,27134.0,0.559065580368042,0.2
48,0,Environment (pesticides & fertilizers),Comment,nytimes,175.0,The most commonly used genetic modification involves putting a gene from certain microorganisms into plant crops in order to make them resistant to pesticides (i.e.,26822.0,0.5355339050292969,0.13809523809523802
49,0,Environment (pesticides & fertilizers),Comment,nytimes,175.0,"Farmers are spending huge bucks on modified seed but now with all the herbicide resistance, they have to add the same old chemicals to their tanks anyway.",27380.0,0.5344352126121521,0.16666666666666602
50,0,Environment (pesticides & fertilizers),Comment,nytimes,175.0,"They are regulated by the EPA, since the government considers them to be pesticides, due to the high concentrations of chemicals in them.",27231.0,0.5294564962387085,0.0175
51,0,Environment (pesticides & fertilizers),Comment,nytimes,175.0,"Or climate conditions these crops are ""built"" to withstand change in the area where they are most planted?",27250.0,0.5178609490394592,0.5
52,0,Environment (pesticides & fertilizers),Comment,nytimes,175.0,These plants are stronger and more resistant.,27194.0,0.5153715610504149,0.5
53,0,Environment (pesticides & fertilizers),Comment,nytimes,175.0,This effect is making it more and more difficult to have seeds without GM modification in their genes.,27077.0,0.4982843995094299,0.16666666666666602
54,0,Environment (pesticides & fertilizers),Comment,nytimes,175.0,You are welcome to eat corn that has been modified to produce an insecticide.,27295.0,0.4968875646591186,0.8
55,0,Environment (pesticides & fertilizers),Comment,nytimes,175.0,"Organic, pesticide-free potatoes are available on eh market.",27238.0,0.4825849831104279,0.4
56,0,Environment (pesticides & fertilizers),Comment,nytimes,175.0,A number of plants have been subjected to ionizing radiation in order to deliberately cause DNA mutations resulting in new varietal traits.,27055.0,0.463040292263031,0.13636363636363602
57,0,Environment (pesticides & fertilizers),Comment,nytimes,175.0,Every Whole Foods I have ever stepped foot in has conventionally grown produce alongside the organic.,27019.0,0.4448715150356293,0.028571428571427995
58,0,Environment (pesticides & fertilizers),Comment,nytimes,175.0,Natural genetic modification would never result in fish genes in strawberries no matter how many generations you selectively bred.,27074.0,0.4380707740783691,0.30000000000000004
59,0,Environment (pesticides & fertilizers),Comment,nytimes,175.0,Just suppose you are wrong and there is an unforseen risk in GM seeds.,27078.0,0.4311748743057251,-0.5
60,0,Environment (pesticides & fertilizers),Comment,nytimes,175.0,They are literally obliterating certain species (I give you the hundreds of species of corn that are now on the verge of extinction).,27197.0,0.4264349937438965,0.214285714285714
61,0,Environment (pesticides & fertilizers),Comment,nytimes,175.0,"Much better for the bees who are disappearing, as well as for your children and their health.",27532.0,0.4238375723361969,0.5
62,0,Environment (pesticides & fertilizers),Comment,nytimes,175.0,"For instance, what are their long term effects on nature's biodiversity?",27182.0,0.4208000898361206,-0.05
63,0,Environment (pesticides & fertilizers),Comment,nytimes,175.0,"You think new ""pests"" will not develop new appetites?.",27129.0,0.409289687871933,0.13636363636363602
64,0,Environment (pesticides & fertilizers),Comment,nytimes,175.0,"You think ""pests"" will not get hungry for the new species?",27128.0,0.4032244980335236,0.13636363636363602
65,0,Environment (pesticides & fertilizers),Comment,nytimes,175.0,Part of the reason may be that it is really hard to find traditional seed.,27382.0,0.3975052833557129,-0.145833333333333
66,1,Retailers,Comment,nytimes,175.0,They say Whole Foods is right there buying non-organic stuff along with everybody else.,27010.0,0.4914219379425049,0.242857142857142
67,1,Retailers,Comment,nytimes,175.0,"I no longer shop at Whole Foods, but rather at a food cooperative that makes strenuous efforts to eliminate genetically modified foods from its shelves.",27316.0,0.4791751503944397,0.2
68,1,Retailers,Comment,nytimes,175.0,"Their prices, like Whole Foods (and frankly, increasingly Trader Joe's) are high.",27103.0,0.4767151176929474,0.18
69,1,Retailers,Comment,nytimes,175.0,"Unfortunately, most other sellers of food products do not have as much control over the products they sell as Trader Joe's has.",27148.0,0.4731324315071106,0.191666666666666
70,1,Retailers,Comment,nytimes,175.0,"Just one more reason not to shop at Whole Foods, as if price gouging was not enough.",27306.0,0.4637936353683472,0.23333333333333306
71,1,Retailers,Comment,nytimes,175.0,What Whole Foods is doing will further the movement of labeling for all merchants.,26855.0,0.4632559120655061,0.1
72,1,Retailers,Comment,nytimes,175.0,Whole Food everything organic and at double or triple the prices is a fraud.,27324.0,0.4609145522117615,0.1
73,1,Retailers,Comment,nytimes,175.0,"Grateful to Whole Foods, yet one more reason to shop there.",27456.0,0.4546532034873962,0.35000000000000003
74,1,Retailers,Comment,nytimes,175.0,"We already shop at Whole Food, this will make us shop there even more.",27431.0,0.4532836675643921,0.35000000000000003
75,1,Retailers,Comment,nytimes,175.0,"Whole Foods, however, treats their ""back end"" staff and cashiers very badly: low hourly pay, long hours, poor working conditions.",27427.0,0.4523057341575623,-0.05
76,1,Retailers,Comment,nytimes,175.0,Whole Foods also usually identifies the growers and location of their farms to aid those looking for locally grown foods.,27018.0,0.4490063786506653,-0.016666666666666
77,1,Retailers,Comment,nytimes,175.0,"Whole Foods is guilty of that, too.",27014.0,0.442940354347229,-0.15
78,1,Retailers,Comment,nytimes,175.0,"I say this as someone who buys organic foods, sometimes at Whole Foods for lack of an alternative.",27368.0,0.44283682107925415,0.2
79,1,Retailers,Comment,nytimes,175.0,"In fact, at one point I believe WholeMart™ pledged not to carry GMO foods on its shelves, and this latest move of theirs is good but not great.",27320.0,0.4400959610939026,0.266666666666666
80,1,Retailers,Comment,nytimes,175.0,I pay a LOT more for my produce by shopping at a local organic green grocer.,26872.0,0.4385810494422913,0.099999999999999
81,1,Retailers,Comment,nytimes,175.0,Whole Foods modus operandi is cheapest out sourcing and highest mark up.,27331.0,0.4377066195011139,0.2
82,1,Retailers,Comment,nytimes,175.0,Whole Foods is smart to jump on the bandwagon as this issue as been escalating for some time now.,26751.0,0.4333673417568207,0.20714285714285705
83,1,Retailers,Comment,nytimes,175.0,"This move is most likely more motivated by loss of sales when the extent of GM foods being sold in Whole Foods began to be public knowledge, rather than concern for the public welfare.",26777.0,0.4290069341659546,0.19999999999999898
84,1,Retailers,Comment,nytimes,175.0,glad we do not have Whole Foods nearby.,27415.0,0.4265527129173279,0.35000000000000003
85,1,Retailers,Comment,nytimes,175.0,Any competing supermarket that wants my business had better do the same.,26704.0,0.4244466722011566,0.23333333333333306
86,1,Retailers,Comment,nytimes,175.0,This is perfect for Whole Foods.,27440.0,0.4219679236412048,0.6000000000000001
87,1,Retailers,Comment,nytimes,175.0,"So, on behalf of consumers everywhere who want to know precisely what is in our food, Thank You, Whole Foods!",26705.0,0.4211801290512085,0.325
88,1,Retailers,Comment,nytimes,175.0,I suppose the90% who shop at Whole Foods would support the idea.,26879.0,0.41826578974723816,0.2
89,1,Retailers,Comment,nytimes,175.0,"Trader Joe's private label foods (particularly the prepared meal-type foods) are full of salt, saturated fat and cholesterol.",27151.0,0.4181625247001648,0.17222222222222205
90,1,Retailers,Comment,nytimes,175.0,"Whole Foods sells a small packet of xanthan gum, an out of the mainstream ingredient generally called for in small quantities, for 69 cents.",27310.0,0.4173423647880554,-0.062499999999999015
91,1,Retailers,Comment,nytimes,175.0,Maybe it will take that long to figure out how much more to charge for already-overpriced Whole Foods products?,27571.0,0.4173163175582886,0.216666666666666
92,1,Retailers,Comment,nytimes,175.0,No Whole Foods in my neighborhood but lots of organic operations and no agribusiness.,27214.0,0.4171029925346375,-0.1
93,1,Retailers,Comment,nytimes,175.0,"I applaud Whole Foods for this marketing ploy because it has given the GM industry 5 years to answer questions that are more difficult, nuanced and important than simply, ""Are GM foods unhealthy?""",27188.0,0.4164448976516724,0.03333333333333299
94,1,Retailers,Comment,nytimes,175.0,"Really, Whole Foods?",27393.0,0.4128587245941162,0.2
95,1,Retailers,Comment,nytimes,175.0,Another reason not to shop at Whole Foods.,27559.0,0.41114988923072815,0.2
96,1,Retailers,Comment,nytimes,175.0,"So now it is not just those who are financially successful in their business or jobs that are envied,it includes those who shop at Whole Foods.",26875.0,0.4100914597511292,0.475
97,1,Retailers,Comment,nytimes,175.0,Maybe that is one of Whole Foods' goals?,26998.0,0.4099245071411133,0.2
98,1,Retailers,Comment,nytimes,175.0,Five years is a long time but Whole Foods is actually doing a great deal to accelerate the process.,27001.0,0.4087077379226685,0.2375
99,1,Retailers,Comment,nytimes,175.0,I am pleased to see any supermarket chain take this action because I believe it will put pressure on their competitors to follow suit.,27369.0,0.4065754413604736,0.30000000000000004
100,1,Retailers,Comment,nytimes,175.0,Shame on Whole Foods.,27540.0,0.4031411409378052,0.2
101,1,Retailers,Comment,nytimes,175.0,"People who spew the ""Whole Paycheck"" drivel are people who do not shop Whole Foods.",27307.0,0.4004462957382202,0.2
102,1,Retailers,Comment,nytimes,175.0,I applaud Whole Foods for at least taking a stand.,27123.0,0.40020614862442017,-0.049999999999999004
103,1,Retailers,Comment,nytimes,175.0,Why does not Whole Foods refuse to sell GM foods?,27317.0,0.3959041237831116,-0.1
104,1,Retailers,Comment,nytimes,175.0,"And, I do the bulk of my shopping at Whole Foods'.",26861.0,0.3930148482322693,0.2
105,1,Retailers,Comment,nytimes,175.0,"Kudos to Whole Foods, though I wish they could push this through faster.",27459.0,0.3906888067722321,0.2
106,1,Retailers,Comment,nytimes,175.0,Now that is a company that is clearly dedicated to wholesome foods.,27567.0,0.3893910944461823,0.1
107,1,Retailers,Comment,nytimes,175.0,Congrats to Whole Foods and I hope that other companies follow their lead.,27449.0,0.3886290490627289,0.037500000000000006
108,1,Retailers,Comment,nytimes,175.0,I have a cousin who works at Whole Foods.,27006.0,0.3885316252708435,0.2
109,1,Retailers,Comment,nytimes,175.0,"and, Whole Foods is not selling flourescent tobacco, and I know because we shop there (the Scottish Salmon is to die for).",27068.0,0.3863118886947632,0.2
110,1,Retailers,Comment,nytimes,175.0,"Bravo, Whole Foods.",27212.0,0.38617420196533203,0.2
111,1,Retailers,Comment,nytimes,175.0,I suppose one solution is to add a special tax on luxury food stores and provide discount cards to those on food stamps so they can shop at Whole Foods.,26877.0,0.3841904997825623,0.27857142857142797
112,1,Retailers,Comment,nytimes,175.0,"I have to read every small print label they put on every salad bar item, and ask every time I order a sandwich at their delis.",26709.0,0.3781157732009888,-0.25
113,1,Retailers,Comment,nytimes,175.0,I no longer shop at Whole Foods ever since the owner of Whole Foods called the President a fascist on morning television a couple of weeks ago.,27138.0,0.3731854856014252,0.2
114,1,Retailers,Comment,nytimes,175.0,"This plus their pretty universal, higher than average prices gives me one more reason not to shop at WF.",26941.0,0.37160494923591614,0.16999999999999899
115,1,Retailers,Comment,nytimes,175.0,Hey Whole Foods!,26768.0,0.3710064888000488,0.25
116,1,Retailers,Comment,nytimes,175.0,"Ever ask the cashiers at Whole Foods and those who work the ""back end"" of the stores what their working lives are like?.",27003.0,0.3696413636207581,0.1
117,1,Retailers,Comment,nytimes,175.0,Kinda harsh to assume people that shop at Whole Foods are 'smug' and feel they are better than those who shop elsewhere.,26867.0,0.3676108121871948,0.16666666666666602
118,1,Retailers,Comment,nytimes,175.0,"It is not ""classist"" to note the obvious fact that Whole Foods Markets are located almost exclusively in wealthy neighborhoods and cater to a better-off clientele or that they overcharge.",27366.0,0.366243839263916,0.23333333333333306
119,1,Retailers,Comment,nytimes,175.0,And it is not a PR ploy by Whole Foods.,26972.0,0.3640335202217102,0.2
120,1,Retailers,Comment,nytimes,175.0,It along all the rest is for years has been misleading the gullible/ uppity stuck on Whole Food brand buying 85% mislabeled fish varieties and others being wild caught.,27332.0,0.36259472370147705,0.15000000000000002
121,1,Retailers,Comment,nytimes,175.0,I have never been in a whole foods (none around here) but this would make me seek one out next time in the Big City to see what kind of packaged stuff fesses up.,26896.0,0.3593193292617798,0.2
122,1,Retailers,Comment,nytimes,175.0,Give them a call and tell them that if they do not follow suit you will take your business to Whole Foods.,27485.0,0.3586258292198181,0.2
123,1,Retailers,Comment,nytimes,175.0,"And to those who accuse them of price gauging, today I priced a certain fruit jam at Safeway ($5.29) and at WF ($4.49).",27462.0,0.35789284110069275,0.214285714285714
124,1,Retailers,Comment,nytimes,175.0,Oh and by the way I have not shopped at my local Whole Foods since the CEO called the ACA and Obama administration fascist.,26871.0,0.3558992147445679,0.1
125,1,Retailers,Comment,nytimes,175.0,Now if Whole Foods improved its anti-union labor practices I would be far happier with that organization.,26778.0,0.3530772924423218,0.15000000000000002
126,1,Retailers,Comment,nytimes,175.0,I congratulate Whole Foods and hope others follow suit.,27024.0,0.3455032110214233,0.2
127,1,Retailers,Comment,nytimes,175.0,Fairway will likely not do this.they are expanding very rapidly and becoming more and more like typical high end supermarkets.,27102.0,0.3444553017616272,0.234761904761904
128,1,Retailers,Comment,nytimes,175.0,"This is America and I have the right to choose to eat an entire box of ding dongs if I want, or even shop at Whole Foods and pay a bit more because they source a lot of their food locally, provide mostly organic products, and actually seem to take care of their employees.",26868.0,0.3274900019168854,0.21224489795918305
129,1,Retailers,Comment,nytimes,175.0,"do not you know that John Mackey, the CoFounder and Co-CEO of Whole Foods Market voted for Mitt Romney?",26728.0,0.32500171661376953,0.2
130,1,Retailers,Comment,nytimes,175.0,And consumers at WF and the whole country will appreciate it.,27221.0,0.3238671720027924,0.2
131,1,Retailers,Comment,nytimes,175.0,The store is just giving in to the latest fad that is complete not based in any science.,27241.0,0.3160039782524109,0.30000000000000004
132,1,Retailers,Comment,nytimes,175.0,A whole new slew of food evangelists who are willing to even pay more for worthless claims.,27441.0,0.3159864246845245,0.057272727272727
133,1,Retailers,Comment,nytimes,175.0,They ship produce 3K miles when local is available.,27420.0,0.3116441965103149,0.2
134,1,Retailers,Comment,nytimes,175.0,"As with the topic of this recently published article (<a href=""http://cityroom.blogs.nytimes.com/2013/03/07/a-healthier-doughnut-at-least-environmentally/?comments#comments"" title=""http://cityroom.blogs.nytimes.com/2013/03/07/a-healthier-doughnut-at-least-environmentally/?comments#comments"" target=""_blank"">http://cityroom.blogs.nytimes.com/2013/03/07/a-healthier-doughnut-at-lea.</a> ) about the New York State comptroller threatening shareholder action if Dunkin' Donuts were to continue to use non-sustainable palm oil in its products, this is wonderful news!",26993.0,0.30855607986450195,0.247272727272727
135,1,Retailers,Comment,nytimes,175.0,I do not normally shop at WF but this is a good reason to start.,27096.0,0.3060387670993805,0.3125
136,1,Retailers,Comment,nytimes,175.0,I was also astounded 25 years ago to be able to leave this country and buy unbelievably fresh milk that had been irradiated and did not need refrigeration before opening.,27478.0,0.30386993288993835,0.4
137,1,Retailers,Comment,nytimes,175.0,If one shops smart (5 lb.,26862.0,0.2984416484832764,0.214285714285714
138,1,Retailers,Comment,nytimes,175.0,"I am always leery of their products and pick them very, very carefully.",27158.0,0.2854047417640686,-0.13
139,1,Retailers,Comment,nytimes,175.0,"If you are not willing to pay for quality, go to TJ's.",27314.0,0.2824440002441406,-0.125
140,1,Retailers,Comment,nytimes,175.0,"Yes, some items at WFM are expensive.",27313.0,0.27936914563179016,-0.5
141,1,Retailers,Comment,nytimes,175.0,They will get more of my business which now goes only to my organic co-op.,26883.0,0.2725287675857544,0.25
142,1,Retailers,Comment,nytimes,175.0,just ask any sparkling wine maker how much they would like to market their product as Champagne.,27586.0,0.2557019591331482,0.2
143,1,Retailers,Comment,nytimes,175.0,Please label employees who receive medical coverage by Whole Paycheck,27574.0,0.2440840750932693,0.1
144,1,Retailers,Comment,nytimes,175.0,I go there for only a few items that I cannot get elsewhere.,27403.0,0.2374022752046585,-0.1
145,1,Retailers,Comment,nytimes,175.0,"While we are at it, why not force Starbucks to label their drug-laden drinks (that's the drug sugar I am referring to) so it was a little bit clearer that they are actually a drug delivery system with a product to satisfy all of us sugar addicts out there.",26798.0,0.218257874250412,-0.09375
146,2,Garbage 1,Comment,nytimes,175.0,"Honestly, you are going to fret yourself to an early grave.",27015.0,0.11783109605312347,0.35000000000000003
147,2,Garbage 1,Comment,nytimes,175.0,He is a happy employee and loves it.,27007.0,0.1073913723230362,0.8
148,2,Garbage 1,Comment,nytimes,175.0,Mother Nature bats last and best.,27445.0,0.10621514916419984,0.5
149,2,Garbage 1,Comment,nytimes,175.0,very true but give them a brief round of applause.,26779.0,0.0999474823474884,0.084999999999999
150,2,Garbage 1,Comment,nytimes,175.0,I expected better sense from Americans.,27577.0,0.09693894535303116,0.2
151,2,Garbage 1,Comment,nytimes,175.0,"Thanks, Mr. Gallo.",27432.0,0.0952707827091217,0.2
152,2,Garbage 1,Comment,nytimes,175.0,My wife found many of them have all three within the top 3.,26832.0,0.08958029747009277,0.5
153,2,Garbage 1,Comment,nytimes,175.0,Their favorite mode of suicide?,27116.0,0.08711022883653641,0.5
154,2,Garbage 1,Comment,nytimes,175.0,But it was too late to save my son who died.,27503.0,0.08630932867527008,-0.30000000000000004
155,2,Garbage 1,Comment,nytimes,175.0,Who in Gods green acre comes up with such misery causing ideas?,26992.0,0.07750234007835388,-0.1
156,2,Garbage 1,Comment,nytimes,175.0,Nice PR move WF's.,26740.0,0.0757543295621872,0.6000000000000001
157,2,Garbage 1,Comment,nytimes,175.0,This one I especially just want to slap with the stupid stick.,27524.0,0.07232008874416351,-0.39999999999999897
158,2,Garbage 1,Comment,nytimes,175.0,I am glad that somebody will keep Pres.,26718.0,0.0704236775636673,0.5
159,2,Garbage 1,Comment,nytimes,175.0,"WF could start with stickers that have strong adhesive, for starters.",27399.0,0.06980906426906586,0.4333333333333329
160,2,Garbage 1,Comment,nytimes,175.0,"Fairway's customer service number is: (646) 616-8088 or you can e-mail them at: <a href=""mailto:info@fairwaymarket.com"">info@fairwaymarket.com</a>",27486.0,0.06622598320245743,-0.75
161,2,Garbage 1,Comment,nytimes,175.0,Obama's 4 year old campaign pledge.,26719.0,0.061882320791482925,0.1
162,2,Garbage 1,Comment,nytimes,175.0,"Seven years ago my dad, my son and I were very sick and the doctors did not know why.",27496.0,0.06043976917862893,-0.9285714285714279
163,3,GMO & organic,Comment,nytimes,175.0,"GMO foods are typically better for the environment in many ways actually, because the modifications cut down on the need for pesticides and fertilizers that often cause pollution.",27100.0,0.6155818104743958,0.21111111111111105
164,3,GMO & organic,Comment,nytimes,175.0,"Until FDA admits that the foreign proteins in GMO foods, which have never been in the human food supply before, are ""food additives"", and requires safety testing as it does for other additives, I want to avoid those foods.",27563.0,0.6081873178482056,-0.08333333333333301
165,3,GMO & organic,Comment,nytimes,175.0,"Packaged food is mostly junk food, whether it is organic or has GMO content does not change that.",27153.0,0.6047377586364746,0.5
166,3,GMO & organic,Comment,nytimes,175.0,The issue is that Whole Foods is informing customers which products have GMO.,27287.0,0.5987280607223511,0.2
167,3,GMO & organic,Comment,nytimes,175.0,"I do not agree that GMO foods are necessarily bad for you, but I agree completely that labeling of such is a consumer benefit, just as nutrition labeling is good in order for the consumer to make an informed choice.",27448.0,0.5964556932449341,0.025
168,3,GMO & organic,Comment,nytimes,175.0,"Since there is no discernible difference between GMO products and non-GMO products, this is just another PR ploy by Whole Foods.",26940.0,0.5956704616546631,0.2
169,3,GMO & organic,Comment,nytimes,175.0,"GM foods may be perfectly healthy for individuals to consume, but using that as the sole basis for judgement is narrow- and short-sighted because it only considers one organism's health (human) on one time scale (short term) and one economic order of magnitude (micro).",27180.0,0.5945264101028442,0.07142857142857101
170,3,GMO & organic,Comment,nytimes,175.0,"GMOs are bad for your body, bad for the community, bad for farmers and bad for the environment.",27345.0,0.5943951606750488,-0.6999999999999991
171,3,GMO & organic,Comment,nytimes,175.0,I will bet that it is impossible to distinguish GMO foods from any other food whether by taste or reaction to our bodies.,26803.0,0.5904020071029663,-0.3958333333333329
172,3,GMO & organic,Comment,nytimes,175.0,"GMOs contain new proteins, and they are for all intent and purposes, ""additives"" to the food we consume, so why not label them?",26924.0,0.5887210369110107,0.13636363636363602
173,3,GMO & organic,Comment,nytimes,175.0,"Most of these foods actually do NOT have any genetic material, and because they are the same as their non GM counterparts, the FDA rule saying labeling is not needed is appropriate.",27172.0,0.5874049067497253,0.25
174,3,GMO & organic,Comment,nytimes,175.0,"Instead, most people will realize that they have been eating GMO food for a very long time in practically everything that they eat, and conclude that it is irrelevant.",27278.0,0.5862182378768921,-0.021666666666665998
